Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address,Month,Month_Number
193016,Bose SoundSport Headphones,1,99.99,2019-04-12 21:47:00,"22 Park St, Los Angeles, CA 90001",April,4
193017,USB-C Charging Cable,1,11.95,2019-04-05 15:59:00,"361 Pine St, Dallas, TX 75001",April,4
193018,20in Monitor,1,109.99,2019-04-10 19:58:00,"378 Pine St, Seattle, WA 98101",April,4
193019,iPhone,1,700.0,2019-04-09 12:15:00,"438 8th St, Los Angeles, CA 90001",April,4
193020,Lightning Charging Cable,1,14.95,2019-04-20 16:23:00,"333 8th St, New York City, NY 10001",April,4
193021,Apple Airpods Headphones,1,150.0,2019-04-07 17:38:00,"844 2nd St, Los Angeles, CA 90001",April,4
193022,AAA Batteries (4-pack),1,2.99,2019-04-28 10:22:00,"717 Lake St, Los Angeles, CA 90001",April,4
193023,27in 4K Gaming Monitor,1,389.99,2019-04-08 01:28:00,"799 10th St, Los Angeles, CA 90001",April,4
193024,AAA Batteries (4-pack),1,2.99,2019-04-28 13:35:00,"264 Park St, Atlanta, GA 30301",April,4
193025,Bose SoundSport Headphones,1,99.99,2019-04-16 14:24:00,"769 West St, Atlanta, GA 30301",April,4
193026,20in Monitor,1,109.99,2019-04-20 18:18:00,"93 Church St, Austin, TX 73301",April,4
193027,Wired Headphones,3,11.99,2019-04-10 13:48:00,"192 Hill St, San Francisco, CA 94016",April,4
193028,AA Batteries (4-pack),3,3.84,2019-04-28 23:54:00,"996 West St, Seattle, WA 98101",April,4
193029,Lightning Charging Cable,1,14.95,2019-04-09 00:54:00,"202 1st St, Atlanta, GA 30301",April,4
193030,20in Monitor,1,109.99,2019-04-06 15:26:00,"474 Adams St, Dallas, TX 75001",April,4
193031,Lightning Charging Cable,1,14.95,2019-04-18 13:39:00,"306 1st St, Boston, MA 02215",April,4
193032,27in FHD Monitor,1,149.99,2019-04-30 15:41:00,"187 South St, Los Angeles, CA 90001",April,4
193033,USB-C Charging Cable,1,11.95,2019-04-13 14:39:00,"587 West St, Los Angeles, CA 90001",April,4
193034,AAA Batteries (4-pack),2,2.99,2019-04-18 19:40:00,"938 Lakeview St, New York City, NY 10001",April,4
193035,Apple Airpods Headphones,1,150.0,2019-04-23 20:07:00,"181 9th St, Boston, MA 02215",April,4
193036,USB-C Charging Cable,1,11.95,2019-04-16 23:37:00,"301 Jefferson St, Los Angeles, CA 90001",April,4
193037,Lightning Charging Cable,1,14.95,2019-04-21 11:06:00,"345 Jackson St, Seattle, WA 98101",April,4
193038,Apple Airpods Headphones,1,150.0,2019-04-03 23:07:00,"159 6th St, Boston, MA 02215",April,4
193039,Wired Headphones,1,11.99,2019-04-29 15:58:00,"866 Lake St, Dallas, TX 75001",April,4
193040,iPhone,1,700.0,2019-04-14 09:14:00,"855 13th St, Austin, TX 73301",April,4
193041,Flatscreen TV,1,300.0,2019-04-26 14:48:00,"393 14th St, Los Angeles, CA 90001",April,4
193042,iPhone,1,700.0,2019-04-05 20:40:00,"353 11th St, San Francisco, CA 94016",April,4
193043,Bose SoundSport Headphones,1,99.99,2019-04-18 05:08:00,"599 Highland St, Seattle, WA 98101",April,4
193044,27in FHD Monitor,1,149.99,2019-04-19 04:58:00,"186 Willow St, Los Angeles, CA 90001",April,4
193045,USB-C Charging Cable,1,11.95,2019-04-04 06:01:00,"765 Lakeview St, Los Angeles, CA 90001",April,4
193046,AAA Batteries (4-pack),1,2.99,2019-04-26 14:11:00,"958 Hill St, Austin, TX 73301",April,4
193047,USB-C Charging Cable,1,11.95,2019-04-25 13:49:00,"388 Highland St, Boston, MA 02215",April,4
193048,Lightning Charging Cable,1,14.95,2019-04-16 11:31:00,"111 Jackson St, San Francisco, CA 94016",April,4
193049,Bose SoundSport Headphones,1,99.99,2019-04-22 19:31:00,"877 Cherry St, San Francisco, CA 94016",April,4
193050,Google Phone,1,600.0,2019-04-19 18:45:00,"329 Sunset St, Dallas, TX 75001",April,4
193051,USB-C Charging Cable,2,11.95,2019-04-21 13:50:00,"410 West St, Los Angeles, CA 90001",April,4
193051,Macbook Pro Laptop,1,1700.0,2019-04-21 13:50:00,"410 West St, Los Angeles, CA 90001",April,4
193052,34in Ultrawide Monitor,1,379.99,2019-04-24 19:49:00,"241 Park St, Boston, MA 02215",April,4
193053,34in Ultrawide Monitor,1,379.99,2019-04-20 19:10:00,"78 Adams St, Seattle, WA 98101",April,4
193054,Lightning Charging Cable,1,14.95,2019-04-14 19:35:00,"677 Center St, Dallas, TX 75001",April,4
193055,AAA Batteries (4-pack),2,2.99,2019-04-12 10:55:00,"104 12th St, Seattle, WA 98101",April,4
193056,Apple Airpods Headphones,1,150.0,2019-04-10 12:14:00,"166 Jackson St, San Francisco, CA 94016",April,4
193057,iPhone,1,700.0,2019-04-29 23:09:00,"571 Center St, Los Angeles, CA 90001",April,4
193058,Wired Headphones,1,11.99,2019-04-18 23:05:00,"573 Chestnut St, San Francisco, CA 94016",April,4
193059,Apple Airpods Headphones,1,150.0,2019-04-09 14:03:00,"776 Maple St, Boston, MA 02215",April,4
193060,AAA Batteries (4-pack),1,2.99,2019-04-20 10:49:00,"235 12th St, Portland, OR 97035",April,4
193061,27in FHD Monitor,1,149.99,2019-04-18 19:21:00,"206 13th St, San Francisco, CA 94016",April,4
193062,Flatscreen TV,1,300.0,2019-04-06 09:28:00,"677 7th St, San Francisco, CA 94016",April,4
193063,AA Batteries (4-pack),1,3.84,2019-04-27 20:28:00,"541 Cedar St, Dallas, TX 75001",April,4
193064,20in Monitor,1,109.99,2019-04-01 17:46:00,"735 6th St, Portland, OR 97035",April,4
193065,Apple Airpods Headphones,1,150.0,2019-04-30 11:19:00,"99 13th St, New York City, NY 10001",April,4
193066,27in 4K Gaming Monitor,1,389.99,2019-04-04 12:00:00,"483 Hill St, San Francisco, CA 94016",April,4
193067,Wired Headphones,1,11.99,2019-04-24 19:32:00,"643 Madison St, Seattle, WA 98101",April,4
193068,AA Batteries (4-pack),2,3.84,2019-04-12 08:45:00,"58 Cedar St, New York City, NY 10001",April,4
193069,Lightning Charging Cable,1,14.95,2019-04-30 11:53:00,"300 Cherry St, Boston, MA 02215",April,4
193070,AAA Batteries (4-pack),1,2.99,2019-04-04 14:31:00,"916 Hickory St, San Francisco, CA 94016",April,4
193071,Wired Headphones,1,11.99,2019-04-04 13:16:00,"159 South St, San Francisco, CA 94016",April,4
193072,AA Batteries (4-pack),1,3.84,2019-04-20 14:35:00,"265 Highland St, Portland, OR 97035",April,4
193073,iPhone,1,700.0,2019-04-10 05:02:00,"576 1st St, Boston, MA 02215",April,4
193073,Lightning Charging Cable,1,14.95,2019-04-10 05:02:00,"576 1st St, Boston, MA 02215",April,4
193074,USB-C Charging Cable,1,11.95,2019-04-17 06:01:00,"655 Meadow St, Austin, TX 73301",April,4
193075,Macbook Pro Laptop,1,1700.0,2019-04-06 09:33:00,"183 Jefferson St, San Francisco, CA 94016",April,4
193076,Bose SoundSport Headphones,1,99.99,2019-04-22 12:38:00,"767 Madison St, New York City, NY 10001",April,4
193077,Apple Airpods Headphones,1,150.0,2019-04-26 19:52:00,"188 Maple St, Boston, MA 02215",April,4
193078,Wired Headphones,1,11.99,2019-04-26 08:25:00,"873 Lincoln St, Dallas, TX 75001",April,4
193079,AAA Batteries (4-pack),4,2.99,2019-04-11 06:51:00,"653 Cedar St, San Francisco, CA 94016",April,4
193080,USB-C Charging Cable,1,11.95,2019-04-24 12:27:00,"860 West St, Portland, OR 97035",April,4
193081,AA Batteries (4-pack),1,3.84,2019-04-14 07:17:00,"264 Highland St, Los Angeles, CA 90001",April,4
193082,Lightning Charging Cable,1,14.95,2019-04-21 20:56:00,"837 Elm St, Atlanta, GA 30301",April,4
193083,Bose SoundSport Headphones,1,99.99,2019-04-11 20:09:00,"406 Lincoln St, New York City, NY 10001",April,4
193084,USB-C Charging Cable,1,11.95,2019-04-18 06:12:00,"430 Highland St, San Francisco, CA 94016",April,4
193085,AA Batteries (4-pack),1,3.84,2019-04-06 19:37:00,"777 Johnson St, Seattle, WA 98101",April,4
193086,Lightning Charging Cable,1,14.95,2019-04-12 14:21:00,"425 Church St, San Francisco, CA 94016",April,4
193087,Lightning Charging Cable,1,14.95,2019-04-10 13:31:00,"966 Meadow St, Los Angeles, CA 90001",April,4
193088,Flatscreen TV,1,300.0,2019-04-25 19:43:00,"964 Washington St, Dallas, TX 75001",April,4
193089,USB-C Charging Cable,1,11.95,2019-04-06 13:52:00,"364 10th St, Los Angeles, CA 90001",April,4
193090,Wired Headphones,1,11.99,2019-04-17 11:32:00,"352 Hill St, New York City, NY 10001",April,4
193091,USB-C Charging Cable,1,11.95,2019-04-07 14:10:00,"299 Center St, Portland, OR 97035",April,4
193092,iPhone,1,700.0,2019-04-15 20:33:00,"450 Lakeview St, San Francisco, CA 94016",April,4
193093,20in Monitor,1,109.99,2019-04-11 12:39:00,"698 Lakeview St, New York City, NY 10001",April,4
193094,Flatscreen TV,1,300.0,2019-04-04 18:06:00,"187 North St, New York City, NY 10001",April,4
193095,USB-C Charging Cable,1,11.95,2019-04-26 14:55:00,"275 Washington St, Atlanta, GA 30301",April,4
193096,Apple Airpods Headphones,1,150.0,2019-04-11 19:11:00,"629 Jefferson St, Boston, MA 02215",April,4
193097,Google Phone,1,600.0,2019-04-20 18:48:00,"637 Hill St, San Francisco, CA 94016",April,4
193098,AAA Batteries (4-pack),1,2.99,2019-04-11 09:13:00,"500 Dogwood St, San Francisco, CA 94016",April,4
193099,Wired Headphones,1,11.99,2019-04-27 23:57:00,"647 Sunset St, San Francisco, CA 94016",April,4
193100,Macbook Pro Laptop,1,1700.0,2019-04-02 21:35:00,"341 Park St, Los Angeles, CA 90001",April,4
193101,Bose SoundSport Headphones,1,99.99,2019-04-11 23:22:00,"305 14th St, New York City, NY 10001",April,4
193102,Lightning Charging Cable,1,14.95,2019-04-03 08:50:00,"44 Madison St, Boston, MA 02215",April,4
193103,27in FHD Monitor,1,149.99,2019-04-10 20:30:00,"212 Highland St, Boston, MA 02215",April,4
193104,Lightning Charging Cable,1,14.95,2019-04-12 21:36:00,"665 12th St, San Francisco, CA 94016",April,4
193105,27in FHD Monitor,1,149.99,2019-04-15 22:18:00,"197 Madison St, San Francisco, CA 94016",April,4
193106,Bose SoundSport Headphones,1,99.99,2019-04-23 23:29:00,"220 2nd St, Atlanta, GA 30301",April,4
193107,Wired Headphones,1,11.99,2019-04-28 19:13:00,"943 Walnut St, New York City, NY 10001",April,4
193108,AAA Batteries (4-pack),3,2.99,2019-04-13 09:21:00,"611 2nd St, Los Angeles, CA 90001",April,4
193109,Google Phone,1,600.0,2019-04-15 09:49:00,"252 Dogwood St, Atlanta, GA 30301",April,4
193110,Flatscreen TV,1,300.0,2019-04-18 09:35:00,"66 South St, San Francisco, CA 94016",April,4
193111,USB-C Charging Cable,1,11.95,2019-04-09 14:46:00,"486 12th St, Portland, OR 97035",April,4
193112,Flatscreen TV,1,300.0,2019-04-07 06:59:00,"255 Johnson St, New York City, NY 10001",April,4
193113,Lightning Charging Cable,1,14.95,2019-04-04 20:27:00,"605 Church St, Seattle, WA 98101",April,4
193114,Google Phone,1,600.0,2019-04-10 14:25:00,"282 Jackson St, San Francisco, CA 94016",April,4
193115,AA Batteries (4-pack),1,3.84,2019-04-10 10:21:00,"507 Cherry St, San Francisco, CA 94016",April,4
193116,27in FHD Monitor,1,149.99,2019-04-19 17:53:00,"817 Main St, Los Angeles, CA 90001",April,4
193117,USB-C Charging Cable,1,11.95,2019-04-21 16:39:00,"43 Sunset St, Dallas, TX 75001",April,4
193118,Bose SoundSport Headphones,1,99.99,2019-04-06 11:24:00,"951 Hickory St, New York City, NY 10001",April,4
193119,Lightning Charging Cable,1,14.95,2019-04-23 21:43:00,"321 4th St, San Francisco, CA 94016",April,4
193120,Bose SoundSport Headphones,1,99.99,2019-04-22 06:58:00,"254 Forest St, Seattle, WA 98101",April,4
193121,Google Phone,1,600.0,2019-04-04 09:48:00,"718 Lincoln St, San Francisco, CA 94016",April,4
193122,USB-C Charging Cable,1,11.95,2019-04-18 17:20:00,"760 South St, San Francisco, CA 94016",April,4
193123,Flatscreen TV,1,300.0,2019-04-10 20:12:00,"803 Lincoln St, San Francisco, CA 94016",April,4
193124,27in 4K Gaming Monitor,1,389.99,2019-04-02 18:50:00,"1 9th St, San Francisco, CA 94016",April,4
193125,Wired Headphones,1,11.99,2019-04-18 14:07:00,"139 Cedar St, Boston, MA 02215",April,4
193126,27in FHD Monitor,1,149.99,2019-04-24 15:38:00,"642 11th St, Dallas, TX 75001",April,4
193127,AA Batteries (4-pack),1,3.84,2019-04-28 04:27:00,"806 Adams St, New York City, NY 10001",April,4
193128,USB-C Charging Cable,1,11.95,2019-04-30 12:02:00,"294 12th St, San Francisco, CA 94016",April,4
193128,27in FHD Monitor,1,149.99,2019-04-30 12:02:00,"294 12th St, San Francisco, CA 94016",April,4
193129,Lightning Charging Cable,1,14.95,2019-04-07 11:28:00,"490 Wilson St, San Francisco, CA 94016",April,4
193130,20in Monitor,1,109.99,2019-04-25 10:38:00,"886 Sunset St, Dallas, TX 75001",April,4
193131,iPhone,1,700.0,2019-04-16 15:50:00,"203 Highland St, Portland, OR 97035",April,4
193132,Vareebadd Phone,1,400.0,2019-04-12 14:12:00,"743 Wilson St, Dallas, TX 75001",April,4
193132,USB-C Charging Cable,1,11.95,2019-04-12 14:12:00,"743 Wilson St, Dallas, TX 75001",April,4
193133,Macbook Pro Laptop,1,1700.0,2019-04-28 18:16:00,"2 Church St, Portland, OR 97035",April,4
193134,Bose SoundSport Headphones,1,99.99,2019-04-13 19:22:00,"592 Adams St, New York City, NY 10001",April,4
193135,Bose SoundSport Headphones,1,99.99,2019-04-27 19:01:00,"348 12th St, Boston, MA 02215",April,4
193136,27in 4K Gaming Monitor,1,389.99,2019-04-17 12:59:00,"523 Forest St, San Francisco, CA 94016",April,4
193137,27in 4K Gaming Monitor,1,389.99,2019-04-09 00:30:00,"51 Hickory St, San Francisco, CA 94016",April,4
193138,USB-C Charging Cable,1,11.95,2019-04-09 19:23:00,"448 Spruce St, Boston, MA 02215",April,4
193139,AAA Batteries (4-pack),1,2.99,2019-04-20 19:28:00,"761 Cedar St, Atlanta, GA 30301",April,4
193140,Wired Headphones,1,11.99,2019-04-22 13:44:00,"587 2nd St, San Francisco, CA 94016",April,4
193141,AAA Batteries (4-pack),2,2.99,2019-04-07 06:50:00,"277 7th St, Seattle, WA 98101",April,4
193142,Wired Headphones,1,11.99,2019-04-12 14:47:00,"60 Church St, Boston, MA 02215",April,4
193143,Wired Headphones,1,11.99,2019-04-19 12:13:00,"571 Willow St, New York City, NY 10001",April,4
193144,USB-C Charging Cable,1,11.95,2019-04-09 14:45:00,"931 Meadow St, Los Angeles, CA 90001",April,4
193145,34in Ultrawide Monitor,1,379.99,2019-04-19 17:45:00,"395 Jackson St, San Francisco, CA 94016",April,4
193146,AA Batteries (4-pack),2,3.84,2019-04-16 16:51:00,"79 Highland St, Portland, OR 97035",April,4
193147,34in Ultrawide Monitor,1,379.99,2019-04-05 23:14:00,"103 13th St, San Francisco, CA 94016",April,4
193148,Bose SoundSport Headphones,1,99.99,2019-04-04 22:45:00,"658 10th St, Portland, OR 97035",April,4
193149,iPhone,1,700.0,2019-04-30 08:41:00,"958 Adams St, Dallas, TX 75001",April,4
193149,Wired Headphones,1,11.99,2019-04-30 08:41:00,"958 Adams St, Dallas, TX 75001",April,4
193150,20in Monitor,1,109.99,2019-04-21 12:37:00,"89 Main St, San Francisco, CA 94016",April,4
193151,AA Batteries (4-pack),1,3.84,2019-04-02 06:14:00,"690 Lake St, Boston, MA 02215",April,4
193152,Apple Airpods Headphones,1,150.0,2019-04-12 00:54:00,"829 Lakeview St, Los Angeles, CA 90001",April,4
193153,27in FHD Monitor,1,149.99,2019-04-06 14:03:00,"389 Lakeview St, Boston, MA 02215",April,4
193154,20in Monitor,1,109.99,2019-04-04 22:45:00,"647 1st St, Los Angeles, CA 90001",April,4
193155,Apple Airpods Headphones,1,150.0,2019-04-19 20:06:00,"286 West St, San Francisco, CA 94016",April,4
193156,USB-C Charging Cable,1,11.95,2019-04-29 12:09:00,"197 13th St, New York City, NY 10001",April,4
193157,ThinkPad Laptop,1,999.99,2019-04-24 11:24:00,"87 Adams St, Seattle, WA 98101",April,4
193158,Wired Headphones,1,11.99,2019-04-22 23:24:00,"722 Johnson St, Seattle, WA 98101",April,4
193159,Wired Headphones,1,11.99,2019-04-21 07:47:00,"393 8th St, Atlanta, GA 30301",April,4
193160,27in FHD Monitor,1,149.99,2019-04-03 16:17:00,"92 14th St, Los Angeles, CA 90001",April,4
193161,AAA Batteries (4-pack),3,2.99,2019-04-09 11:37:00,"663 Washington St, San Francisco, CA 94016",April,4
193162,Bose SoundSport Headphones,1,99.99,2019-04-23 18:28:00,"978 Maple St, Los Angeles, CA 90001",April,4
193163,iPhone,1,700.0,2019-04-26 11:53:00,"515 Willow St, Seattle, WA 98101",April,4
193163,Wired Headphones,1,11.99,2019-04-26 11:53:00,"515 Willow St, Seattle, WA 98101",April,4
193164,Lightning Charging Cable,1,14.95,2019-04-19 16:47:00,"398 Highland St, Boston, MA 02215",April,4
193165,Apple Airpods Headphones,1,150.0,2019-04-09 11:42:00,"543 6th St, Boston, MA 02215",April,4
193166,USB-C Charging Cable,1,11.95,2019-04-05 11:22:00,"945 Pine St, New York City, NY 10001",April,4
193167,34in Ultrawide Monitor,1,379.99,2019-04-27 18:27:00,"225 North St, Los Angeles, CA 90001",April,4
193168,AA Batteries (4-pack),1,3.84,2019-04-21 22:35:00,"151 10th St, San Francisco, CA 94016",April,4
193169,Apple Airpods Headphones,1,150.0,2019-04-11 15:21:00,"681 Elm St, San Francisco, CA 94016",April,4
193170,Bose SoundSport Headphones,1,99.99,2019-04-16 22:40:00,"577 5th St, Atlanta, GA 30301",April,4
193171,Flatscreen TV,1,300.0,2019-04-06 18:50:00,"354 5th St, Los Angeles, CA 90001",April,4
193172,AAA Batteries (4-pack),2,2.99,2019-04-17 11:15:00,"319 9th St, New York City, NY 10001",April,4
193173,AAA Batteries (4-pack),1,2.99,2019-04-05 21:04:00,"107 Meadow St, Austin, TX 73301",April,4
193174,USB-C Charging Cable,1,11.95,2019-04-02 17:40:00,"273 North St, Austin, TX 73301",April,4
193175,AA Batteries (4-pack),1,3.84,2019-04-15 06:56:00,"54 Church St, Los Angeles, CA 90001",April,4
193176,AAA Batteries (4-pack),1,2.99,2019-04-26 19:07:00,"28 Main St, Atlanta, GA 30301",April,4
193177,AAA Batteries (4-pack),1,2.99,2019-04-02 21:22:00,"606 Church St, San Francisco, CA 94016",April,4
193178,ThinkPad Laptop,1,999.99,2019-04-08 09:53:00,"631 4th St, Boston, MA 02215",April,4
193179,AA Batteries (4-pack),1,3.84,2019-04-14 11:29:00,"947 Wilson St, San Francisco, CA 94016",April,4
193180,34in Ultrawide Monitor,1,379.99,2019-04-24 17:50:00,"179 Hickory St, Seattle, WA 98101",April,4
193181,USB-C Charging Cable,2,11.95,2019-04-03 07:27:00,"632 Lincoln St, Dallas, TX 75001",April,4
193182,Apple Airpods Headphones,1,150.0,2019-04-16 11:24:00,"748 Main St, San Francisco, CA 94016",April,4
193183,Bose SoundSport Headphones,1,99.99,2019-04-10 00:58:00,"655 West St, San Francisco, CA 94016",April,4
193184,Lightning Charging Cable,1,14.95,2019-04-08 13:26:00,"19 Dogwood St, New York City, NY 10001",April,4
193184,AAA Batteries (4-pack),2,2.99,2019-04-08 13:26:00,"19 Dogwood St, New York City, NY 10001",April,4
193185,AAA Batteries (4-pack),1,2.99,2019-04-17 20:53:00,"611 Cedar St, New York City, NY 10001",April,4
193186,Lightning Charging Cable,1,14.95,2019-04-29 15:18:00,"68 9th St, San Francisco, CA 94016",April,4
193187,Macbook Pro Laptop,1,1700.0,2019-04-03 18:36:00,"816 11th St, Atlanta, GA 30301",April,4
193188,Bose SoundSport Headphones,1,99.99,2019-04-28 20:47:00,"214 Cherry St, Dallas, TX 75001",April,4
193189,USB-C Charging Cable,1,11.95,2019-04-26 09:10:00,"606 South St, Atlanta, GA 30301",April,4
193190,USB-C Charging Cable,1,11.95,2019-04-18 08:55:00,"549 Cedar St, San Francisco, CA 94016",April,4
193191,Apple Airpods Headphones,1,150.0,2019-04-24 08:48:00,"165 1st St, Los Angeles, CA 90001",April,4
193192,Wired Headphones,1,11.99,2019-04-27 12:34:00,"858 Hickory St, Portland, OR 97035",April,4
193193,Bose SoundSport Headphones,1,99.99,2019-04-17 22:42:00,"900 Dogwood St, Seattle, WA 98101",April,4
193194,Lightning Charging Cable,1,14.95,2019-04-09 09:25:00,"974 Highland St, Los Angeles, CA 90001",April,4
193195,Google Phone,1,600.0,2019-04-04 01:48:00,"915 Hill St, Los Angeles, CA 90001",April,4
193195,USB-C Charging Cable,1,11.95,2019-04-04 01:48:00,"915 Hill St, Los Angeles, CA 90001",April,4
193196,27in FHD Monitor,1,149.99,2019-04-10 21:20:00,"400 Lincoln St, Los Angeles, CA 90001",April,4
193197,Wired Headphones,1,11.99,2019-04-21 13:44:00,"776 8th St, San Francisco, CA 94016",April,4
193198,AAA Batteries (4-pack),1,2.99,2019-04-10 21:27:00,"340 12th St, Boston, MA 02215",April,4
193199,Lightning Charging Cable,1,14.95,2019-04-04 14:48:00,"724 Dogwood St, Portland, OR 97035",April,4
193200,Lightning Charging Cable,1,14.95,2019-04-27 22:32:00,"699 Meadow St, New York City, NY 10001",April,4
193201,Wired Headphones,1,11.99,2019-04-01 11:50:00,"169 Meadow St, New York City, NY 10001",April,4
193202,AA Batteries (4-pack),2,3.84,2019-04-21 22:27:00,"770 River St, Seattle, WA 98101",April,4
193203,USB-C Charging Cable,1,11.95,2019-04-16 10:46:00,"698 11th St, San Francisco, CA 94016",April,4
193204,Wired Headphones,1,11.99,2019-04-07 20:59:00,"645 Adams St, San Francisco, CA 94016",April,4
193205,USB-C Charging Cable,1,11.95,2019-04-18 20:08:00,"489 12th St, Boston, MA 02215",April,4
193206,USB-C Charging Cable,1,11.95,2019-04-01 16:14:00,"924 7th St, Atlanta, GA 30301",April,4
193207,Apple Airpods Headphones,1,150.0,2019-04-11 14:09:00,"198 Chestnut St, Boston, MA 02215",April,4
193208,Google Phone,1,600.0,2019-04-05 23:28:00,"477 Sunset St, Los Angeles, CA 90001",April,4
193209,34in Ultrawide Monitor,1,379.99,2019-04-30 08:00:00,"182 1st St, Los Angeles, CA 90001",April,4
193210,20in Monitor,1,109.99,2019-04-14 22:20:00,"394 Sunset St, New York City, NY 10001",April,4
193211,Macbook Pro Laptop,1,1700.0,2019-04-15 20:51:00,"44 6th St, Seattle, WA 98101",April,4
193212,Apple Airpods Headphones,1,150.0,2019-04-09 18:29:00,"673 River St, San Francisco, CA 94016",April,4
193213,AA Batteries (4-pack),1,3.84,2019-04-02 23:12:00,"790 Lincoln St, San Francisco, CA 94016",April,4
193214,Macbook Pro Laptop,1,1700.0,2019-04-20 06:54:00,"200 14th St, Boston, MA 02215",April,4
193215,27in FHD Monitor,1,149.99,2019-04-06 11:35:00,"820 Walnut St, San Francisco, CA 94016",April,4
193216,Lightning Charging Cable,1,14.95,2019-04-26 13:35:00,"54 Pine St, Seattle, WA 98101",April,4
193217,Macbook Pro Laptop,1,1700.0,2019-04-12 21:35:00,"640 8th St, Atlanta, GA 30301",April,4
193218,Google Phone,1,600.0,2019-04-14 18:20:00,"459 13th St, Boston, MA 02215",April,4
193218,Bose SoundSport Headphones,1,99.99,2019-04-14 18:20:00,"459 13th St, Boston, MA 02215",April,4
193219,AAA Batteries (4-pack),1,2.99,2019-04-15 10:04:00,"945 Sunset St, New York City, NY 10001",April,4
193220,Apple Airpods Headphones,1,150.0,2019-04-06 10:05:00,"463 2nd St, Dallas, TX 75001",April,4
193221,AA Batteries (4-pack),2,3.84,2019-04-03 11:53:00,"296 14th St, Atlanta, GA 30301",April,4
193222,Wired Headphones,2,11.99,2019-04-07 14:05:00,"980 Main St, San Francisco, CA 94016",April,4
193223,Wired Headphones,1,11.99,2019-04-20 13:31:00,"14 Spruce St, Austin, TX 73301",April,4
193224,27in FHD Monitor,1,149.99,2019-04-21 15:20:00,"894 9th St, San Francisco, CA 94016",April,4
193225,Bose SoundSport Headphones,1,99.99,2019-04-21 20:08:00,"448 Cherry St, Austin, TX 73301",April,4
193226,20in Monitor,1,109.99,2019-04-13 20:57:00,"732 Main St, San Francisco, CA 94016",April,4
193227,Flatscreen TV,1,300.0,2019-04-01 14:05:00,"114 River St, Austin, TX 73301",April,4
193228,AA Batteries (4-pack),1,3.84,2019-04-29 19:02:00,"808 13th St, Seattle, WA 98101",April,4
193229,34in Ultrawide Monitor,1,379.99,2019-04-09 17:06:00,"814 14th St, New York City, NY 10001",April,4
193230,Lightning Charging Cable,1,14.95,2019-04-14 20:26:00,"472 Center St, Boston, MA 02215",April,4
193231,Lightning Charging Cable,1,14.95,2019-04-20 17:54:00,"101 Washington St, San Francisco, CA 94016",April,4
193232,iPhone,1,700.0,2019-04-26 19:20:00,"335 Hill St, Atlanta, GA 30301",April,4
193233,Bose SoundSport Headphones,1,99.99,2019-04-07 19:34:00,"606 4th St, San Francisco, CA 94016",April,4
193234,ThinkPad Laptop,1,999.99,2019-04-29 18:57:00,"591 Johnson St, Austin, TX 73301",April,4
193235,Wired Headphones,1,11.99,2019-04-08 12:43:00,"23 Church St, Boston, MA 02215",April,4
193236,iPhone,1,700.0,2019-04-20 11:03:00,"782 13th St, Dallas, TX 75001",April,4
193237,27in FHD Monitor,1,149.99,2019-04-17 18:36:00,"364 Main St, Seattle, WA 98101",April,4
193238,Vareebadd Phone,1,400.0,2019-04-29 18:40:00,"163 Center St, New York City, NY 10001",April,4
193239,Bose SoundSport Headphones,1,99.99,2019-04-18 18:20:00,"157 Jefferson St, Dallas, TX 75001",April,4
193240,USB-C Charging Cable,1,11.95,2019-04-11 10:54:00,"962 5th St, Dallas, TX 75001",April,4
193241,34in Ultrawide Monitor,1,379.99,2019-04-14 11:46:00,"128 2nd St, San Francisco, CA 94016",April,4
193242,Apple Airpods Headphones,1,150.0,2019-04-27 18:05:00,"767 Adams St, Seattle, WA 98101",April,4
193243,Vareebadd Phone,1,400.0,2019-04-17 18:49:00,"976 Jackson St, Atlanta, GA 30301",April,4
193244,Wired Headphones,1,11.99,2019-04-29 12:38:00,"940 Hickory St, Los Angeles, CA 90001",April,4
193245,iPhone,1,700.0,2019-04-26 18:21:00,"586 9th St, San Francisco, CA 94016",April,4
193246,AAA Batteries (4-pack),1,2.99,2019-04-08 23:57:00,"625 4th St, San Francisco, CA 94016",April,4
193247,Lightning Charging Cable,1,14.95,2019-04-21 13:55:00,"446 11th St, New York City, NY 10001",April,4
193248,Google Phone,1,600.0,2019-04-21 10:03:00,"103 Highland St, San Francisco, CA 94016",April,4
193249,Bose SoundSport Headphones,1,99.99,2019-04-10 01:15:00,"6 West St, Austin, TX 73301",April,4
193250,Wired Headphones,1,11.99,2019-04-16 18:07:00,"832 Dogwood St, San Francisco, CA 94016",April,4
193251,27in FHD Monitor,1,149.99,2019-04-05 07:47:00,"539 1st St, Portland, OR 97035",April,4
193252,AA Batteries (4-pack),1,3.84,2019-04-01 10:26:00,"35 Hill St, San Francisco, CA 94016",April,4
193253,Lightning Charging Cable,1,14.95,2019-04-07 14:34:00,"146 11th St, San Francisco, CA 94016",April,4
193254,Lightning Charging Cable,1,14.95,2019-04-27 19:15:00,"865 7th St, Los Angeles, CA 90001",April,4
193255,USB-C Charging Cable,1,11.95,2019-04-20 17:08:00,"762 Maple St, Seattle, WA 98101",April,4
193256,Flatscreen TV,1,300.0,2019-04-13 18:12:00,"381 4th St, San Francisco, CA 94016",April,4
